,geohash,latitude,longitude,time,icon,precipType,summary
2,c22wzbg43gfc,47.5973,-122.7021,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c22wzbg43gfc,47.5973,-122.7021,2020-01-23 00:00:00-08:00,rain,rain,Rain throughout the day.
4,c22wzbg43gfc,47.5973,-122.7021,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c22wzbg43gfc,47.5973,-122.7021,2020-01-25 00:00:00-08:00,rain,rain,Light rain in the morning and afternoon.
6,c22wzbg43gfc,47.5973,-122.7021,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain in the evening and overnight.
7,c22wzbg43gfc,47.5973,-122.7021,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c20vhyj1uy3k,45.9122,-122.4795,2020-01-20 00:00:00-08:00,partly-cloudy-day,rain,Light rain overnight.
1,c20vhyj1uy3k,45.9122,-122.4795,2020-01-21 00:00:00-08:00,rain,rain,Rain throughout the day.
2,c20vhyj1uy3k,45.9122,-122.4795,2020-01-22 00:00:00-08:00,rain,rain,Rain throughout the day.
3,c20vhyj1uy3k,45.9122,-122.4795,2020-01-23 00:00:00-08:00,rain,rain,Rain throughout the day.
4,c20vhyj1uy3k,45.9122,-122.4795,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c20vhyj1uy3k,45.9122,-122.4795,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c20vhyj1uy3k,45.9122,-122.4795,2020-01-26 00:00:00-08:00,rain,rain,Light rain starting in the afternoon.
7,c20vhyj1uy3k,45.9122,-122.4795,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c2k7uhwxbey7,47.0915,-117.5887,2020-01-20 00:00:00-08:00,cloudy,rain,Overcast throughout the day.
1,c2k7uhwxbey7,47.0915,-117.5887,2020-01-21 00:00:00-08:00,rain,rain,Light rain in the morning and afternoon.
2,c2k7uhwxbey7,47.0915,-117.5887,2020-01-22 00:00:00-08:00,rain,rain,Possible light rain starting in the afternoon.
3,c2k7uhwxbey7,47.0915,-117.5887,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c2k7uhwxbey7,47.0915,-117.5887,2020-01-24 00:00:00-08:00,rain,rain,Light rain in the morning.
5,c2k7uhwxbey7,47.0915,-117.5887,2020-01-25 00:00:00-08:00,rain,rain,Light rain in the morning and afternoon.
6,c2k7uhwxbey7,47.0915,-117.5887,2020-01-26 00:00:00-08:00,cloudy,rain,Overcast throughout the day.
7,c2k7uhwxbey7,47.0915,-117.5887,2020-01-27 00:00:00-08:00,rain,rain,Possible light rain in the evening and overnight.
0,c21gddgpk4v8,45.6316,-121.1749,2020-01-20 00:00:00-08:00,partly-cloudy-day,rain,Partly cloudy throughout the day.
1,c21gddgpk4v8,45.6316,-121.1749,2020-01-21 00:00:00-08:00,rain,rain,Possible drizzle in the morning.
2,c21gddgpk4v8,45.6316,-121.1749,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c21gddgpk4v8,45.6316,-121.1749,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c21gddgpk4v8,45.6316,-121.1749,2020-01-24 00:00:00-08:00,rain,rain,"Light rain until afternoon, starting again overnight."
5,c21gddgpk4v8,45.6316,-121.1749,2020-01-25 00:00:00-08:00,rain,rain,Light rain in the morning and afternoon.
6,c21gddgpk4v8,45.6316,-121.1749,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain in the evening.
7,c21gddgpk4v8,45.6316,-121.1749,2020-01-27 00:00:00-08:00,rain,rain,Light rain starting in the afternoon.
0,c22u32skveq1,47.1569,-122.6343,2020-01-20 00:00:00-08:00,rain,rain,Possible light rain in the evening and overnight.
1,c22u32skveq1,47.1569,-122.6343,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c22u32skveq1,47.1569,-122.6343,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c22u32skveq1,47.1569,-122.6343,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c22u32skveq1,47.1569,-122.6343,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c22u32skveq1,47.1569,-122.6343,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c22u32skveq1,47.1569,-122.6343,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain overnight.
7,c22u32skveq1,47.1569,-122.6343,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c272un3zkwzq,46.5737,-119.0013,2020-01-20 00:00:00-08:00,cloudy,rain,Overcast throughout the day.
1,c272un3zkwzq,46.5737,-119.0013,2020-01-21 00:00:00-08:00,rain,rain,Possible drizzle in the morning.
2,c272un3zkwzq,46.5737,-119.0013,2020-01-22 00:00:00-08:00,rain,rain,Light rain starting in the afternoon.
3,c272un3zkwzq,46.5737,-119.0013,2020-01-23 00:00:00-08:00,rain,rain,"Light rain until afternoon, starting again overnight."
4,c272un3zkwzq,46.5737,-119.0013,2020-01-24 00:00:00-08:00,rain,rain,Light rain in the morning and overnight.
5,c272un3zkwzq,46.5737,-119.0013,2020-01-25 00:00:00-08:00,rain,rain,Light rain in the morning and afternoon.
6,c272un3zkwzq,46.5737,-119.0013,2020-01-26 00:00:00-08:00,cloudy,rain,Overcast throughout the day.
7,c272un3zkwzq,46.5737,-119.0013,2020-01-27 00:00:00-08:00,rain,rain,Possible light rain in the evening.
0,c22uxy6ph2j6,47.2328,-122.3518,2020-01-20 00:00:00-08:00,rain,rain,Possible drizzle overnight.
1,c22uxy6ph2j6,47.2328,-122.3518,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c22uxy6ph2j6,47.2328,-122.3518,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c22uxy6ph2j6,47.2328,-122.3518,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c22uxy6ph2j6,47.2328,-122.3518,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c22uxy6ph2j6,47.2328,-122.3518,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c22uxy6ph2j6,47.2328,-122.3518,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain in the evening and overnight.
7,c22uxy6ph2j6,47.2328,-122.3518,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c27hkzdf5p52,47.1949,-119.3186,2020-01-20 00:00:00-08:00,clear-day,rain,Clear throughout the day.
1,c27hkzdf5p52,47.1949,-119.3186,2020-01-21 00:00:00-08:00,snow,snow,Possible flurries in the morning.
2,c27hkzdf5p52,47.1949,-119.3186,2020-01-22 00:00:00-08:00,rain,rain,Light rain starting in the afternoon.
3,c27hkzdf5p52,47.1949,-119.3186,2020-01-23 00:00:00-08:00,rain,rain,"Light rain until morning, starting again in the evening."
4,c27hkzdf5p52,47.1949,-119.3186,2020-01-24 00:00:00-08:00,rain,rain,Possible light rain in the morning and overnight.
5,c27hkzdf5p52,47.1949,-119.3186,2020-01-25 00:00:00-08:00,rain,rain,Light rain in the morning and afternoon.
6,c27hkzdf5p52,47.1949,-119.3186,2020-01-26 00:00:00-08:00,cloudy,rain,Overcast throughout the day.
7,c27hkzdf5p52,47.1949,-119.3186,2020-01-27 00:00:00-08:00,cloudy,rain,Overcast throughout the day.
0,c2s68zmn830c,48.2929,-117.7336,2020-01-20 00:00:00-08:00,cloudy,snow,Overcast throughout the day.
1,c2s68zmn830c,48.2929,-117.7336,2020-01-21 00:00:00-08:00,snow,snow,Light snow in the morning and afternoon.
2,c2s68zmn830c,48.2929,-117.7336,2020-01-22 00:00:00-08:00,snow,snow,Possible light rain in the evening and overnight.
3,c2s68zmn830c,48.2929,-117.7336,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c2s68zmn830c,48.2929,-117.7336,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c2s68zmn830c,48.2929,-117.7336,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c2s68zmn830c,48.2929,-117.7336,2020-01-26 00:00:00-08:00,fog,rain,Foggy in the morning and afternoon.
7,c2s68zmn830c,48.2929,-117.7336,2020-01-27 00:00:00-08:00,snow,snow,Foggy starting in the afternoon.
0,c0rf2m0wf56c,46.8304,-124.0898,2020-01-20 00:00:00-08:00,rain,rain,Light rain throughout the day.
1,c0rf2m0wf56c,46.8304,-124.0898,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c0rf2m0wf56c,46.8304,-124.0898,2020-01-22 00:00:00-08:00,rain,rain,Rain throughout the day.
3,c0rf2m0wf56c,46.8304,-124.0898,2020-01-23 00:00:00-08:00,rain,rain,Rain throughout the day.
4,c0rf2m0wf56c,46.8304,-124.0898,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c0rf2m0wf56c,46.8304,-124.0898,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c0rf2m0wf56c,46.8304,-124.0898,2020-01-26 00:00:00-08:00,rain,rain,Light rain in the evening and overnight.
7,c0rf2m0wf56c,46.8304,-124.0898,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c2677c17zs7p,46.9837,-120.4191,2020-01-20 00:00:00-08:00,partly-cloudy-day,rain,Mostly cloudy throughout the day.
1,c2677c17zs7p,46.9837,-120.4191,2020-01-21 00:00:00-08:00,snow,snow,Possible drizzle in the afternoon.
2,c2677c17zs7p,46.9837,-120.4191,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c2677c17zs7p,46.9837,-120.4191,2020-01-23 00:00:00-08:00,rain,rain,Possible light rain throughout the day.
4,c2677c17zs7p,46.9837,-120.4191,2020-01-24 00:00:00-08:00,rain,rain,Possible light rain overnight.
5,c2677c17zs7p,46.9837,-120.4191,2020-01-25 00:00:00-08:00,rain,rain,Light rain in the morning and afternoon.
6,c2677c17zs7p,46.9837,-120.4191,2020-01-26 00:00:00-08:00,cloudy,snow,Overcast throughout the day.
7,c2677c17zs7p,46.9837,-120.4191,2020-01-27 00:00:00-08:00,rain,rain,Possible light rain in the afternoon.
0,c28fjh56xw8s,48.1865,-122.4708,2020-01-20 00:00:00-08:00,rain,rain,Possible drizzle overnight.
1,c28fjh56xw8s,48.1865,-122.4708,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c28fjh56xw8s,48.1865,-122.4708,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c28fjh56xw8s,48.1865,-122.4708,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c28fjh56xw8s,48.1865,-122.4708,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c28fjh56xw8s,48.1865,-122.4708,2020-01-25 00:00:00-08:00,rain,rain,Light rain throughout the day.
6,c28fjh56xw8s,48.1865,-122.4708,2020-01-26 00:00:00-08:00,rain,rain,Partly cloudy throughout the day.
7,c28fjh56xw8s,48.1865,-122.4708,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c2922hffsyjk,47.883,-121.9882,2020-01-20 00:00:00-08:00,rain,rain,Mostly cloudy throughout the day.
1,c2922hffsyjk,47.883,-121.9882,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c2922hffsyjk,47.883,-121.9882,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c2922hffsyjk,47.883,-121.9882,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c2922hffsyjk,47.883,-121.9882,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c2922hffsyjk,47.883,-121.9882,2020-01-25 00:00:00-08:00,rain,rain,Light rain throughout the day.
6,c2922hffsyjk,47.883,-121.9882,2020-01-26 00:00:00-08:00,rain,rain,"Possible light rain until morning, starting again in the evening."
7,c2922hffsyjk,47.883,-121.9882,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c2178sbyydsm,45.6425,-121.9689,2020-01-20 00:00:00-08:00,cloudy,rain,Possible light rain overnight.
1,c2178sbyydsm,45.6425,-121.9689,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c2178sbyydsm,45.6425,-121.9689,2020-01-22 00:00:00-08:00,rain,rain,Rain throughout the day.
3,c2178sbyydsm,45.6425,-121.9689,2020-01-23 00:00:00-08:00,rain,rain,Rain throughout the day.
4,c2178sbyydsm,45.6425,-121.9689,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c2178sbyydsm,45.6425,-121.9689,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c2178sbyydsm,45.6425,-121.9689,2020-01-26 00:00:00-08:00,rain,rain,Light rain starting in the afternoon.
7,c2178sbyydsm,45.6425,-121.9689,2020-01-27 00:00:00-08:00,rain,rain,Rain throughout the day.
0,c21uduuj4y32,45.818,-121.1626,2020-01-20 00:00:00-08:00,cloudy,rain,Overcast throughout the day.
1,c21uduuj4y32,45.818,-121.1626,2020-01-21 00:00:00-08:00,rain,rain,Possible light rain until evening.
2,c21uduuj4y32,45.818,-121.1626,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c21uduuj4y32,45.818,-121.1626,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c21uduuj4y32,45.818,-121.1626,2020-01-24 00:00:00-08:00,rain,rain,Rain throughout the day.
5,c21uduuj4y32,45.818,-121.1626,2020-01-25 00:00:00-08:00,rain,rain,Rain in the morning and afternoon.
6,c21uduuj4y32,45.818,-121.1626,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain in the evening.
7,c21uduuj4y32,45.818,-121.1626,2020-01-27 00:00:00-08:00,rain,rain,Light rain starting in the afternoon.
0,c2s37q8e6czg,48.0685,-117.6298,2020-01-20 00:00:00-08:00,cloudy,rain,Foggy overnight.
1,c2s37q8e6czg,48.0685,-117.6298,2020-01-21 00:00:00-08:00,snow,snow,Light snow in the morning and afternoon.
2,c2s37q8e6czg,48.0685,-117.6298,2020-01-22 00:00:00-08:00,snow,snow,Possible light snow in the evening and overnight.
3,c2s37q8e6czg,48.0685,-117.6298,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c2s37q8e6czg,48.0685,-117.6298,2020-01-24 00:00:00-08:00,rain,rain,Light rain in the morning.
5,c2s37q8e6czg,48.0685,-117.6298,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c2s37q8e6czg,48.0685,-117.6298,2020-01-26 00:00:00-08:00,fog,rain,Foggy in the morning and afternoon.
7,c2s37q8e6czg,48.0685,-117.6298,2020-01-27 00:00:00-08:00,snow,snow,Possible light rain throughout the day.
0,c2sf06etb7q8,48.1788,-117.0545,2020-01-20 00:00:00-08:00,cloudy,snow,Overcast throughout the day.
1,c2sf06etb7q8,48.1788,-117.0545,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c2sf06etb7q8,48.1788,-117.0545,2020-01-22 00:00:00-08:00,snow,snow,"Possible light snow until morning, starting again in the evening."
3,c2sf06etb7q8,48.1788,-117.0545,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c2sf06etb7q8,48.1788,-117.0545,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c2sf06etb7q8,48.1788,-117.0545,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c2sf06etb7q8,48.1788,-117.0545,2020-01-26 00:00:00-08:00,rain,rain,Possible drizzle in the morning.
7,c2sf06etb7q8,48.1788,-117.0545,2020-01-27 00:00:00-08:00,snow,snow,Possible light snow throughout the day.
0,c2kxc9urfb3g,47.7795,-117.35,2020-01-20 00:00:00-08:00,cloudy,snow,Overcast throughout the day.
1,c2kxc9urfb3g,47.7795,-117.35,2020-01-21 00:00:00-08:00,rain,rain,Light rain in the morning and afternoon.
2,c2kxc9urfb3g,47.7795,-117.35,2020-01-22 00:00:00-08:00,rain,rain,Possible light rain in the evening and overnight.
3,c2kxc9urfb3g,47.7795,-117.35,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c2kxc9urfb3g,47.7795,-117.35,2020-01-24 00:00:00-08:00,rain,rain,Light rain in the morning and afternoon.
5,c2kxc9urfb3g,47.7795,-117.35,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c2kxc9urfb3g,47.7795,-117.35,2020-01-26 00:00:00-08:00,rain,rain,Overcast throughout the day.
7,c2kxc9urfb3g,47.7795,-117.35,2020-01-27 00:00:00-08:00,rain,rain,Possible light rain starting in the afternoon.
0,c26q6dq99058,47.5175,-120.4671,2020-01-20 00:00:00-08:00,partly-cloudy-day,snow,Foggy overnight.
1,c26q6dq99058,47.5175,-120.4671,2020-01-21 00:00:00-08:00,snow,snow,Foggy in the morning.
2,c26q6dq99058,47.5175,-120.4671,2020-01-22 00:00:00-08:00,rain,rain,Light rain starting in the afternoon.
3,c26q6dq99058,47.5175,-120.4671,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c26q6dq99058,47.5175,-120.4671,2020-01-24 00:00:00-08:00,rain,rain,Possible light rain throughout the day.
5,c26q6dq99058,47.5175,-120.4671,2020-01-25 00:00:00-08:00,rain,rain,Light rain in the morning and afternoon.
6,c26q6dq99058,47.5175,-120.4671,2020-01-26 00:00:00-08:00,fog,snow,Foggy in the afternoon.
7,c26q6dq99058,47.5175,-120.4671,2020-01-27 00:00:00-08:00,snow,snow,Possible light rain in the afternoon.
0,c0rgxqfbccmr,47.0587,-123.7791,2020-01-20 00:00:00-08:00,rain,rain,Light rain throughout the day.
1,c0rgxqfbccmr,47.0587,-123.7791,2020-01-21 00:00:00-08:00,rain,rain,Rain throughout the day.
2,c0rgxqfbccmr,47.0587,-123.7791,2020-01-22 00:00:00-08:00,rain,rain,Rain throughout the day.
3,c0rgxqfbccmr,47.0587,-123.7791,2020-01-23 00:00:00-08:00,rain,rain,Rain throughout the day.
4,c0rgxqfbccmr,47.0587,-123.7791,2020-01-24 00:00:00-08:00,rain,rain,Rain throughout the day.
5,c0rgxqfbccmr,47.0587,-123.7791,2020-01-25 00:00:00-08:00,rain,rain,Rain until evening.
6,c0rgxqfbccmr,47.0587,-123.7791,2020-01-26 00:00:00-08:00,rain,rain,Light rain in the evening and overnight.
7,c0rgxqfbccmr,47.0587,-123.7791,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c0reny75q6ux,46.9685,-124.1521,2020-01-20 00:00:00-08:00,rain,rain,Light rain throughout the day.
1,c0reny75q6ux,46.9685,-124.1521,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c0reny75q6ux,46.9685,-124.1521,2020-01-22 00:00:00-08:00,rain,rain,Rain throughout the day.
3,c0reny75q6ux,46.9685,-124.1521,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c0reny75q6ux,46.9685,-124.1521,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c0reny75q6ux,46.9685,-124.1521,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c0reny75q6ux,46.9685,-124.1521,2020-01-26 00:00:00-08:00,rain,rain,Light rain in the evening and overnight.
7,c0reny75q6ux,46.9685,-124.1521,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c2730929ptsw,46.5891,-119.1567,2020-01-20 00:00:00-08:00,cloudy,rain,Overcast throughout the day.
1,c2730929ptsw,46.5891,-119.1567,2020-01-21 00:00:00-08:00,rain,rain,Possible drizzle in the morning.
2,c2730929ptsw,46.5891,-119.1567,2020-01-22 00:00:00-08:00,rain,rain,Light rain starting in the afternoon.
3,c2730929ptsw,46.5891,-119.1567,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c2730929ptsw,46.5891,-119.1567,2020-01-24 00:00:00-08:00,rain,rain,Possible light rain in the morning and overnight.
5,c2730929ptsw,46.5891,-119.1567,2020-01-25 00:00:00-08:00,rain,rain,Light rain in the morning and afternoon.
6,c2730929ptsw,46.5891,-119.1567,2020-01-26 00:00:00-08:00,cloudy,rain,Overcast throughout the day.
7,c2730929ptsw,46.5891,-119.1567,2020-01-27 00:00:00-08:00,rain,rain,Possible light rain in the evening.
0,c235ywym0w0t,47.1034,-122.0495,2020-01-20 00:00:00-08:00,partly-cloudy-day,rain,Mostly cloudy throughout the day.
1,c235ywym0w0t,47.1034,-122.0495,2020-01-21 00:00:00-08:00,rain,rain,Rain throughout the day.
2,c235ywym0w0t,47.1034,-122.0495,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c235ywym0w0t,47.1034,-122.0495,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c235ywym0w0t,47.1034,-122.0495,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c235ywym0w0t,47.1034,-122.0495,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c235ywym0w0t,47.1034,-122.0495,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain overnight.
7,c235ywym0w0t,47.1034,-122.0495,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c20u70cx03s2,45.7524,-122.5614,2020-01-20 00:00:00-08:00,cloudy,rain,Light rain overnight.
1,c20u70cx03s2,45.7524,-122.5614,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c20u70cx03s2,45.7524,-122.5614,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c20u70cx03s2,45.7524,-122.5614,2020-01-23 00:00:00-08:00,rain,rain,Rain throughout the day.
4,c20u70cx03s2,45.7524,-122.5614,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c20u70cx03s2,45.7524,-122.5614,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c20u70cx03s2,45.7524,-122.5614,2020-01-26 00:00:00-08:00,rain,rain,Light rain starting in the afternoon.
7,c20u70cx03s2,45.7524,-122.5614,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c294q2sqtvw3,48.2119,-122.063,2020-01-20 00:00:00-08:00,rain,rain,Mostly cloudy throughout the day.
1,c294q2sqtvw3,48.2119,-122.063,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c294q2sqtvw3,48.2119,-122.063,2020-01-22 00:00:00-08:00,rain,rain,Rain throughout the day.
3,c294q2sqtvw3,48.2119,-122.063,2020-01-23 00:00:00-08:00,rain,rain,Rain throughout the day.
4,c294q2sqtvw3,48.2119,-122.063,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c294q2sqtvw3,48.2119,-122.063,2020-01-25 00:00:00-08:00,rain,rain,Light rain throughout the day.
6,c294q2sqtvw3,48.2119,-122.063,2020-01-26 00:00:00-08:00,rain,rain,Light rain in the morning and overnight.
7,c294q2sqtvw3,48.2119,-122.063,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c2k8z8htbj5c,46.5391,-117.0861,2020-01-20 00:00:00-08:00,partly-cloudy-day,rain,Mostly cloudy throughout the day.
1,c2k8z8htbj5c,46.5391,-117.0861,2020-01-21 00:00:00-08:00,rain,rain,Possible drizzle in the morning and afternoon.
2,c2k8z8htbj5c,46.5391,-117.0861,2020-01-22 00:00:00-08:00,rain,rain,Possible light rain in the evening and overnight.
